age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
26,2,112847,8,11,4,12,3,4,1,0,0,40,38,0
17,2,316929,2,8,4,5,3,4,1,0,0,20,38,0
42,1,126319,9,13,2,9,5,4,0,0,0,40,38,1
32,2,267736,15,10,4,0,3,2,0,0,0,40,38,0
29,2,267034,1,7,4,2,3,2,1,0,0,40,13,0
46,5,193047,9,13,2,9,0,4,1,0,0,37,38,0
22,2,223515,9,13,4,9,4,4,1,0,0,20,38,0
58,4,87510,0,6,2,2,0,4,1,0,0,40,38,0
23,2,145111,11,9,4,13,4,4,1,0,0,50,38,0
39,2,48093,11,9,4,5,1,4,1,0,0,40,38,0
27,2,31757,8,11,4,2,3,4,1,0,0,38,38,0
54,2,285854,11,9,2,13,0,4,1,0,0,40,38,1
33,1,120064,9,13,4,9,1,4,0,0,0,45,38,0
46,0,167381,11,9,2,0,5,4,0,0,0,40,38,1
37,2,103408,11,9,4,4,1,2,1,0,0,40,38,0
36,2,101460,11,9,4,7,1,4,0,0,0,18,38,0
59,1,420537,11,9,2,0,5,4,0,0,0,38,38,1
34,1,119411,11,9,0,10,4,4,1,0,0,40,31,0
53,3,128272,10,16,2,3,0,4,1,0,0,70,38,1
51,2,386773,9,13,4,11,1,4,1,0,0,55,38,1
32,2,283268,0,6,5,7,4,4,0,0,0,42,38,0
31,5,301526,15,10,3,7,2,4,1,0,0,40,38,0
22,2,151790,15,10,2,11,5,4,0,0,0,30,10,0
47,4,106252,9,13,0,11,1,4,0,0,0,50,38,0
32,2,188557,11,9,4,6,1,4,1,0,0,40,38,0
26,2,171114,15,10,4,4,1,4,0,0,0,38,38,0
37,2,327323,4,3,5,4,1,4,1,0,0,32,12,0
31,2,244147,11,9,0,2,4,4,1,0,0,55,38,0
37,2,280282,8,11,2,12,5,4,0,0,0,24,38,1
55,2,116442,11,9,4,11,1,4,1,0,0,38,38,0
23,1,282579,8,11,0,12,1,4,1,0,0,56,38,0
36,2,51838,15,10,0,0,4,4,0,0,0,40,38,0
43,2,226902,9,13,2,11,0,4,1,0,0,50,38,1
54,2,279129,15,10,4,12,1,4,1,0,0,40,38,0
40,2,130760,8,11,2,3,0,4,1,0,0,50,38,1
41,4,49572,15,10,2,3,0,4,1,0,0,60,38,0
40,2,237601,9,13,4,11,1,3,0,0,0,55,38,1
42,2,169628,15,10,0,0,1,2,0,0,0,38,38,0
18,2,231193,2,8,4,6,3,4,1,0,0,30,38,0
48,2,102102,8,11,2,12,0,4,1,0,0,50,38,1
41,3,32185,9,13,2,12,0,4,1,0,0,40,38,0
60,2,31577,11,9,2,13,0,4,1,0,0,60,38,1
22,2,162343,15,10,4,7,2,2,1,0,0,20,38,0
61,2,128831,11,9,2,6,0,4,1,0,0,40,38,0
25,2,316688,11,9,4,6,1,2,1,0,0,40,38,0
46,2,90758,12,14,4,12,1,4,1,0,0,35,38,1
43,2,154538,7,12,0,2,1,4,1,0,0,40,38,0
68,4,315859,1,7,4,4,4,4,1,0,0,20,38,0
31,2,51471,11,9,0,0,4,4,0,0,0,38,38,0
17,2,193830,1,7,4,11,3,4,0,0,0,20,38,0
64,2,270333,9,13,2,9,0,4,1,0,0,40,38,1
20,2,138768,11,9,4,13,3,4,1,0,0,30,38,0
30,2,191571,11,9,5,7,3,4,0,0,0,36,38,0
43,2,94113,15,10,0,3,1,4,1,0,0,45,38,0
22,2,137510,15,10,4,0,3,4,1,0,0,40,38,0
17,2,32607,0,6,4,4,3,4,1,0,0,20,38,0
47,4,93208,11,9,2,7,5,4,0,0,0,75,21,0
41,2,254440,8,11,4,9,1,4,0,0,0,60,38,0
56,2,186556,15,10,2,2,0,4,1,0,0,50,38,1
64,2,169871,11,9,2,13,0,4,1,0,0,45,38,0
47,2,191277,11,9,2,13,0,4,1,0,0,50,38,1
48,2,167159,8,11,4,0,4,4,1,0,0,40,38,0
31,2,171871,12,14,4,9,1,4,0,0,0,46,38,0
29,2,154411,8,11,4,12,3,4,1,0,0,40,38,0
30,2,129227,11,9,6,0,1,4,0,0,0,40,38,0
62,2,174355,11,9,6,7,1,4,0,0,0,40,38,0
39,2,680390,11,9,5,6,4,4,0,0,0,24,38,0
43,2,233130,15,10,4,0,1,4,1,0,0,25,38,0
24,3,165474,9,13,4,11,3,4,1,0,0,40,38,0
26,2,280093,15,10,4,5,3,4,1,0,0,40,38,0
73,4,177387,11,9,2,3,0,4,1,0,0,40,38,0
55,2,105304,11,9,2,6,0,4,1,0,0,40,38,0
25,2,499233,11,9,0,0,1,4,1,0,0,40,38,0
41,2,180572,9,13,0,9,1,4,0,0,0,50,38,1
24,2,321435,9,13,4,3,1,4,1,0,0,50,38,0
63,2,86108,11,9,6,4,1,4,1,0,0,6,38,0
17,2,198124,1,7,4,11,3,4,1,0,0,20,38,0
35,2,135162,15,10,2,2,0,4,1,0,0,50,38,0
51,2,146813,15,10,2,9,0,4,1,0,0,40,38,1
62,1,291175,9,13,6,9,1,4,0,0,0,48,38,0
43,2,102895,15,10,0,9,1,4,1,0,0,40,38,0
40,1,33274,11,9,0,7,1,4,0,0,0,50,38,0
37,2,86551,9,13,2,3,0,4,1,0,0,45,38,1
39,2,138192,9,13,2,2,0,4,1,0,0,40,38,0
31,2,118966,11,9,4,2,3,4,1,0,0,18,38,0
61,2,99784,12,14,6,9,1,4,0,0,0,40,38,1
26,2,90980,8,11,0,0,1,4,0,0,0,55,38,0
46,4,177407,11,9,2,11,0,4,1,0,0,50,38,0
26,2,96467,9,13,4,9,1,4,0,0,0,40,38,0
48,5,327886,10,16,0,9,3,4,1,0,0,50,38,1
34,2,111567,11,9,4,13,3,4,1,0,0,40,38,0
34,1,166545,11,9,4,0,3,4,0,0,0,40,38,0
59,2,142182,11,9,2,7,0,4,1,0,0,40,38,1
34,2,188798,9,13,4,9,3,4,0,0,0,40,38,0
49,2,38563,9,13,4,3,1,4,0,0,0,56,38,1
18,2,216284,1,7,4,0,3,4,0,0,0,20,38,0
43,2,191547,11,9,2,4,0,4,1,0,0,40,25,0
48,2,285335,1,7,2,3,0,4,1,0,0,50,38,0
28,3,142712,15,10,2,3,0,4,1,0,0,70,38,0
33,2,80945,11,9,2,6,0,4,1,0,0,40,38,0
24,2,309055,15,10,4,11,1,4,0,0,0,15,38,0
21,2,62339,0,6,4,5,1,4,1,0,0,40,38,0
17,2,368700,1,7,4,11,3,4,1,0,0,28,38,0
39,2,176186,15,10,2,4,0,4,1,0,0,50,38,1
29,4,266855,9,13,5,9,3,4,1,0,0,40,38,0
44,2,48087,9,13,2,3,0,4,1,0,0,40,38,1
24,2,121313,15,10,4,13,3,4,1,0,0,50,38,0
55,2,282753,4,3,0,7,4,2,1,0,0,25,38,0
41,2,194636,9,13,2,3,0,4,1,0,0,60,38,1
23,2,153044,11,9,4,5,4,2,0,0,0,7,38,0
38,2,411797,8,11,0,0,4,4,0,0,0,40,38,0
39,2,117683,11,9,2,13,0,4,1,0,0,40,38,1
19,2,376540,11,9,4,0,1,4,0,0,0,30,38,0
49,2,72393,6,5,0,6,1,4,0,0,0,40,38,0
32,2,270335,9,13,2,0,2,4,1,0,0,40,29,1
27,2,96226,11,9,2,2,0,4,1,0,0,70,38,0
38,2,95336,9,13,2,11,0,4,1,0,0,50,38,1
33,2,258498,15,10,2,2,5,4,0,0,0,60,38,0
23,2,205865,9,13,4,3,3,4,1,0,0,28,38,0
54,4,406468,11,9,2,11,0,2,1,0,0,40,38,0
35,4,372525,9,13,4,3,1,4,1,0,0,40,38,0
28,2,164170,8,11,2,0,5,1,0,0,0,40,18,0
42,4,177307,14,15,2,4,0,4,1,0,0,65,38,1
40,2,170108,12,14,2,9,0,4,1,0,0,40,38,0
47,2,341995,15,10,0,11,3,4,1,0,0,55,38,0
22,2,226508,9,13,4,3,3,4,0,0,0,50,38,0
30,2,87418,9,13,2,3,0,4,1,0,0,45,38,1
28,2,109165,11,9,2,12,0,4,1,0,0,40,38,0
63,1,28856,5,4,2,7,0,4,1,0,0,55,38,0
51,4,175897,6,5,2,2,0,4,1,0,0,20,38,0
22,2,99697,11,9,4,5,3,4,0,0,0,40,38,0
35,2,152375,11,9,4,11,1,4,1,0,0,45,38,0
46,2,171550,11,9,0,6,1,4,0,0,0,38,38,0
37,2,211154,15,10,0,6,1,4,1,0,0,52,38,0
24,2,202570,9,13,4,9,3,2,1,0,0,15,38,0
37,4,168496,11,9,0,5,3,4,1,0,0,10,38,0
53,2,68898,15,10,2,12,0,4,1,0,0,40,38,0
27,2,93235,11,9,4,11,1,4,1,0,0,30,38,0
38,2,278924,15,10,0,2,1,4,1,0,0,44,38,0
53,4,311020,0,6,2,4,0,4,1,0,0,60,38,0
34,2,175878,15,10,4,2,1,4,1,0,0,40,38,0
23,2,543028,11,9,4,11,3,2,1,0,0,40,38,0
43,2,158926,12,14,2,9,5,1,0,0,0,50,34,0
67,3,76860,11,9,2,3,0,1,1,0,0,40,38,1
81,4,136063,11,9,2,3,0,4,1,0,0,30,38,0
21,2,186648,15,10,4,7,3,4,1,0,0,20,38,0
23,2,257509,15,10,4,11,1,4,1,0,0,25,38,0
25,2,98155,15,10,4,13,4,4,1,0,0,40,38,0
42,2,274198,4,3,2,6,5,4,0,0,0,38,25,0
38,2,97083,15,10,2,0,5,2,0,0,0,40,38,0
32,2,262153,11,9,2,6,0,4,1,0,0,40,38,0
37,2,214738,11,9,2,6,0,4,1,0,0,40,38,0
51,2,138022,12,14,2,3,0,4,1,0,0,60,38,1
22,2,91842,15,10,4,11,1,4,0,0,0,42,38,0
33,2,373662,3,2,3,8,1,4,0,0,0,40,12,0
42,2,162003,11,9,0,6,1,4,1,0,0,55,38,0
51,1,241843,13,1,2,7,0,4,1,0,0,40,38,0
23,2,375871,11,9,2,0,5,4,0,0,0,40,25,0
37,2,176900,11,9,2,2,0,4,1,0,0,99,38,1
47,2,21906,12,14,4,9,1,4,0,0,0,25,38,0
33,2,143653,11,9,2,2,0,4,1,0,0,30,38,0
31,2,111567,9,13,4,11,1,4,1,0,0,40,38,1
31,2,78602,7,12,0,7,4,0,0,0,0,40,38,0
35,2,465507,11,9,2,6,0,2,1,0,0,40,38,0
38,3,196373,11,9,2,3,0,4,1,0,0,40,38,1
18,2,293227,11,9,4,7,1,4,0,0,0,45,38,0
20,2,241752,11,9,2,6,0,4,1,0,0,40,38,0
54,1,166398,15,10,0,3,4,2,0,0,0,35,38,0
40,2,184682,15,10,0,0,4,4,0,0,0,40,38,0
43,2,250802,15,10,0,2,4,4,1,0,0,35,38,0
44,4,325159,15,10,0,4,4,4,1,0,0,40,38,0
44,5,174675,11,9,2,9,5,4,0,0,0,40,38,1
43,2,227065,12,14,2,3,0,4,1,0,0,43,38,1
51,2,269080,5,4,6,7,4,2,0,0,0,40,38,0
18,2,177722,11,9,4,7,3,4,0,0,0,20,38,0
51,2,133461,15,10,2,3,0,4,1,0,0,40,38,0
44,3,398473,15,10,2,11,0,4,1,0,0,70,38,1
33,1,298785,0,6,0,13,1,4,1,0,0,40,38,0
33,4,123424,9,13,2,3,0,4,1,0,0,40,38,1
42,2,176286,7,12,2,3,0,4,1,0,0,40,38,1
25,2,150062,15,10,2,9,0,4,1,0,0,45,38,0
32,2,169240,11,9,0,6,1,4,0,0,0,38,38,0
32,2,288273,9,13,2,2,0,4,1,0,0,70,25,0
36,2,526968,0,6,0,3,4,4,0,0,0,40,38,0
28,2,57066,11,9,2,13,0,4,1,0,0,40,38,0
20,2,323573,11,9,4,7,3,4,0,0,0,20,38,0
35,3,368825,15,10,2,11,0,4,1,0,0,60,38,1
55,4,189721,11,9,2,2,0,4,1,0,0,20,38,0
48,2,164966,9,13,2,3,0,1,1,0,0,40,18,1
34,2,202046,11,9,2,2,0,4,1,0,0,35,38,1
28,2,161538,9,13,4,12,1,4,0,0,0,35,38,0
37,2,200153,11,9,2,2,0,4,1,0,0,40,38,0
44,2,32185,11,9,4,13,4,4,1,0,0,70,38,0
25,2,178326,15,10,4,11,1,4,0,0,0,40,38,0
40,5,188693,12,14,2,9,0,4,1,0,0,35,38,1
34,2,159929,11,9,0,5,3,4,1,0,0,40,38,0
49,2,123207,11,9,4,0,1,4,0,0,0,44,38,0
22,2,284317,7,12,4,0,1,4,0,0,0,40,38,0
60,4,154474,11,9,4,4,4,4,1,0,0,42,38,0
45,1,318280,11,9,6,10,1,4,1,0,0,40,38,1
63,2,254907,8,11,0,7,1,4,0,0,0,20,38,0
41,2,349221,11,9,4,2,3,2,0,0,0,35,38,0
47,2,335973,11,9,0,0,4,4,0,0,0,40,38,0
44,2,126701,11,9,0,2,4,4,1,0,0,40,38,0
41,2,194636,8,11,2,6,0,4,1,0,0,40,38,0
50,4,124793,11,9,2,2,0,4,1,0,0,30,38,0
47,2,192835,11,9,2,0,0,4,1,0,0,50,38,1
35,2,290226,11,9,4,3,1,4,1,0,0,45,38,0
56,2,112840,11,9,2,3,0,4,1,0,0,55,38,1
45,2,89325,12,14,0,9,1,4,1,0,0,45,38,0
48,0,33109,9,13,0,3,4,4,1,0,0,58,38,1
20,2,148294,15,10,4,7,3,4,1,0,0,40,38,0
38,5,343642,11,9,2,9,5,4,0,0,0,40,38,1
23,1,115244,9,13,4,9,3,4,0,0,0,60,38,0
31,2,162572,11,9,4,7,3,4,1,0,0,16,38,0
58,2,356067,9,13,2,0,0,4,1,0,0,40,38,0
66,2,271567,11,9,5,6,1,2,1,0,0,40,38,0
39,3,180804,11,9,2,3,0,4,1,0,0,40,38,1
26,2,109186,15,10,2,11,0,4,1,0,0,50,10,0
51,2,220537,11,9,0,6,1,4,0,0,0,40,38,0
34,2,124827,8,11,4,13,3,4,1,0,0,40,38,0
42,2,118494,15,10,2,9,0,4,1,0,0,44,38,1
38,2,173208,12,14,2,9,0,4,1,0,0,25,38,0
48,2,107373,5,4,2,5,0,4,1,0,0,40,38,0
33,2,26973,8,11,2,12,5,4,0,0,0,40,38,1
51,2,191965,11,9,6,7,4,4,0,0,0,32,38,0
22,2,122346,11,9,0,2,1,4,1,0,0,40,38,0
41,2,198316,15,10,4,2,1,4,1,0,0,50,23,0
48,1,123075,12,14,2,9,0,4,1,0,0,35,38,1
42,2,209370,11,9,5,11,1,4,0,0,0,30,38,0
34,2,33117,15,10,2,7,0,4,1,0,0,40,38,0
23,2,129042,11,9,4,6,4,2,0,0,0,40,38,0
56,2,169133,11,9,2,7,0,4,1,0,0,50,40,0
45,2,368561,11,9,2,3,0,4,1,0,0,55,38,1
48,2,207848,0,6,2,0,5,4,0,0,0,40,38,0
48,3,138370,12,14,3,11,1,1,1,0,0,50,18,0
31,2,93106,8,11,4,0,1,4,0,0,0,40,38,0
27,2,389713,15,10,4,11,1,4,1,0,0,40,38,0
32,2,206365,11,9,4,7,1,2,0,0,0,40,38,0
37,2,123785,11,9,4,7,1,4,1,0,0,75,38,0
34,2,289984,11,9,0,8,4,2,0,0,0,30,38,0
90,2,137018,11,9,4,7,1,4,0,0,0,40,38,0
23,2,137994,15,10,4,6,3,2,0,0,0,40,38,0
43,2,341204,15,10,0,0,1,4,0,0,0,40,38,0
24,2,34446,15,10,4,12,1,4,0,0,0,37,38,0
28,2,187160,14,15,0,9,4,4,1,0,0,55,38,0
23,2,217961,15,10,2,7,0,4,1,0,0,40,38,0
20,2,74631,15,10,4,11,1,4,0,0,0,50,38,0
61,2,125155,11,9,2,6,0,4,1,0,0,40,38,0
53,4,263925,9,13,2,11,0,4,1,0,0,40,1,1
52,4,44728,15,10,2,11,0,4,1,0,0,55,38,1
38,2,193026,15,10,0,2,1,4,1,0,0,40,19,0
32,2,87643,9,13,2,11,0,4,1,0,0,40,38,0
30,4,106742,2,8,2,13,0,4,1,0,0,75,38,0
41,2,302122,8,11,0,2,1,4,0,0,0,40,38,0
45,2,185385,11,9,2,2,0,4,1,0,0,47,38,1
43,4,277647,11,9,2,3,0,4,1,0,0,35,38,0
54,2,377701,11,9,2,7,0,4,1,0,0,32,25,0
34,2,157886,7,12,5,7,4,4,0,0,0,40,38,0
49,2,175958,15,10,2,11,0,4,1,0,0,80,38,1
38,2,223004,15,10,4,7,3,4,1,0,0,40,38,0
36,2,29984,2,8,2,13,0,4,1,0,0,40,38,0
30,2,181651,9,13,2,3,0,4,1,0,0,50,38,0
36,2,117312,7,12,0,12,1,4,0,0,0,60,38,0
22,1,34029,9,13,4,9,3,4,0,0,0,20,38,0
37,2,215310,11,9,2,2,0,4,1,0,0,50,38,1
17,2,220384,1,7,4,0,3,4,1,0,0,15,38,0
19,4,36012,15,10,4,2,3,4,1,0,0,20,38,0
22,2,191342,9,13,4,11,3,1,1,0,0,50,35,0
49,2,31339,11,9,2,2,0,4,1,0,0,40,38,0
43,5,227910,8,11,2,9,5,4,0,0,0,40,38,1
43,2,173728,9,13,5,9,4,4,0,0,0,40,38,0
19,1,167816,11,9,0,3,1,4,0,0,0,35,38,0
58,4,81642,11,9,2,4,0,4,1,0,0,60,38,0
41,1,195258,15,10,2,10,0,4,1,0,0,40,38,1
31,2,232475,15,10,2,0,0,4,1,0,0,40,38,0
30,2,241259,8,11,2,13,0,4,1,0,0,40,38,0
32,2,118161,11,9,2,10,0,4,1,0,0,40,38,0
29,2,201954,9,13,4,3,1,4,1,0,0,35,38,0
38,2,412296,11,9,0,2,3,4,1,0,0,28,38,0
41,0,133060,7,12,2,9,0,4,1,0,0,40,38,1
44,4,120539,9,13,4,11,1,4,1,0,0,50,38,1
31,2,196025,10,16,3,9,1,1,1,0,0,60,2,0
34,2,107793,11,9,0,2,1,4,1,0,0,40,38,0
21,2,163870,15,10,4,0,3,4,1,0,0,40,38,0
22,4,361280,9,13,4,9,3,1,1,0,0,20,18,0
62,2,92178,0,6,2,6,0,4,1,0,0,40,38,0
43,2,182254,15,10,0,9,4,4,0,0,0,40,38,0
45,3,149865,9,13,2,6,0,4,1,0,0,60,38,1
41,2,118619,9,13,2,3,0,2,1,0,0,50,38,0
34,4,196791,7,12,2,9,5,4,0,0,0,25,38,1
34,1,167999,11,9,0,0,4,4,0,0,0,33,38,0
31,2,51259,9,13,4,9,1,4,1,0,0,47,38,0
29,2,131088,11,9,4,5,3,4,1,0,0,25,38,0
41,2,293791,8,11,2,13,0,4,1,0,0,55,38,0
35,3,289430,12,14,2,11,0,4,1,0,0,45,25,1
33,2,35378,9,13,2,11,5,4,0,0,0,45,38,1
37,5,60227,9,13,4,0,1,4,1,0,0,38,38,0
69,2,168139,11,9,2,11,5,4,0,0,0,40,38,0
34,2,290763,11,9,0,5,3,4,0,0,0,40,38,0
36,2,51100,15,10,2,2,0,4,1,0,0,40,38,0
41,2,227644,11,9,2,13,0,4,1,0,0,50,38,0
58,1,205267,9,13,2,9,5,4,0,0,0,40,38,1
53,2,288020,9,13,2,9,0,1,1,0,0,40,23,0
29,2,140863,15,10,2,12,0,4,1,0,0,40,38,0
34,5,50178,15,10,2,3,0,4,1,0,0,38,38,0
36,2,112497,9,13,2,12,0,4,1,0,0,40,38,0
48,2,95244,15,10,0,7,4,2,0,0,0,35,38,0
20,2,117606,8,11,4,0,3,4,0,0,0,40,38,0
35,2,89508,11,9,2,13,0,4,1,0,0,50,38,1
63,0,124244,11,9,6,5,1,2,1,0,0,40,38,0
41,4,154374,15,10,0,7,4,4,1,0,0,45,38,0
28,2,294936,9,13,2,9,0,4,1,0,0,45,38,0
30,2,347132,15,10,4,6,1,2,0,0,0,40,38,0
31,2,316672,11,9,4,7,4,4,0,0,0,40,25,0
37,2,189382,8,11,4,0,3,4,0,0,0,38,38,0
31,2,184307,15,10,2,3,0,4,1,0,0,50,22,1
46,4,246212,12,14,2,3,0,4,1,0,0,45,38,1
35,0,250504,11,9,2,0,0,2,1,0,0,60,38,1
27,2,138705,11,9,2,2,0,4,1,0,0,53,38,0
41,2,328447,3,2,2,2,0,4,1,0,0,35,25,0
19,2,194608,15,10,4,7,3,4,0,0,0,20,38,0
20,2,230891,15,10,4,11,1,4,1,0,0,45,38,0
59,0,212448,11,9,6,11,4,4,0,0,0,40,10,0
40,2,214010,9,13,4,7,1,4,1,0,0,37,38,0
56,4,200235,15,10,2,11,0,4,1,0,0,60,38,0
30,3,205733,15,10,4,3,1,4,0,0,0,60,38,0
46,2,185041,11,9,2,6,0,4,1,0,0,50,38,0
61,3,84409,11,9,2,3,0,4,1,0,0,35,38,1
25,2,241626,11,9,4,7,3,4,1,0,0,30,38,0
40,2,520586,15,10,0,0,4,4,0,0,0,39,38,0
51,2,302847,11,9,2,2,0,4,1,0,0,54,38,0
43,5,165309,11,9,2,10,0,4,1,0,0,40,38,0
34,2,117529,15,10,2,4,0,4,1,0,0,54,25,0
46,2,106092,11,9,2,3,0,4,1,0,0,45,38,1
28,5,445824,12,14,2,9,5,4,0,0,0,50,38,1
20,2,275691,11,9,4,5,3,4,1,0,0,28,38,0
51,2,284329,11,9,6,13,4,4,1,0,0,40,38,0
33,2,114691,9,13,2,11,0,4,1,0,0,60,38,1
54,2,96062,7,12,2,12,0,4,1,0,0,40,38,1
33,2,178506,11,9,0,0,1,2,0,0,0,40,38,0
88,4,206291,14,15,2,9,0,4,1,0,0,40,38,0
40,2,182302,11,9,0,13,1,4,1,0,0,40,38,0
51,2,241346,11,9,0,0,1,4,0,0,0,43,38,0
50,2,157043,1,7,0,7,1,2,0,0,0,40,38,0
25,2,404616,12,14,2,4,1,4,1,0,0,99,38,1
20,2,411862,8,11,4,7,1,4,1,0,0,30,38,0
47,2,183013,11,9,2,7,0,4,1,0,0,40,38,0
22,2,188544,8,11,4,0,3,4,0,0,0,30,38,0
50,5,356619,11,9,2,9,0,4,1,0,0,48,38,1
47,2,45857,11,9,4,0,4,4,0,0,0,40,38,0
24,1,289886,1,7,4,7,1,1,1,0,0,45,38,0
40,2,216237,9,13,0,3,1,4,0,0,0,45,38,1
36,2,416745,9,13,2,9,0,4,1,0,0,40,38,0
32,2,202952,11,9,2,0,0,4,1,0,0,40,38,0
44,2,167725,11,9,2,2,0,4,1,0,0,40,38,0
59,0,43280,15,10,4,3,3,2,0,0,0,40,38,0
65,2,118779,11,9,2,2,0,4,1,0,0,30,38,0
24,5,191269,9,13,4,0,1,4,0,0,0,65,38,0
27,1,247507,9,13,4,9,3,4,1,0,0,35,38,0
51,2,239155,8,11,0,7,1,4,1,0,0,40,38,0
48,2,182862,15,10,2,2,0,4,1,0,0,40,38,1
39,2,33886,11,9,2,13,0,4,1,0,0,60,38,0
28,2,444304,9,13,2,12,0,4,1,0,0,40,38,0
19,2,187161,15,10,4,7,3,4,0,0,0,25,38,0
49,1,116892,9,13,0,9,1,2,0,0,0,40,38,0
51,1,176813,7,12,2,9,0,4,1,0,0,60,38,0
59,2,151616,12,14,2,9,0,4,1,0,0,55,38,0
18,2,240747,11,9,4,6,3,4,0,0,0,40,5,0
45,0,320818,11,9,2,0,0,2,1,0,0,80,38,1
30,1,235271,9,13,2,9,0,4,1,0,0,50,38,1
37,2,166497,9,13,0,2,1,4,1,0,0,35,38,0
44,2,344060,9,13,4,7,1,4,1,0,0,40,38,1
33,2,221196,15,10,2,2,0,2,1,0,0,40,38,0
61,3,113544,12,14,2,11,0,4,1,0,0,40,38,1
61,1,321117,11,9,2,10,0,4,1,0,0,40,38,0
38,2,79619,9,13,2,11,0,4,1,0,0,42,38,1
36,2,135289,11,9,2,6,0,4,1,0,0,45,38,0
37,2,203070,15,10,5,0,3,4,1,0,0,62,38,0
31,2,32406,15,10,0,2,4,4,0,0,0,20,38,0
20,2,205839,15,10,4,7,3,4,1,0,0,16,38,0
38,2,200818,14,15,2,9,0,4,1,0,0,40,38,1
45,4,247379,11,9,2,2,0,4,1,0,0,40,38,1
48,2,349151,11,9,2,2,0,4,1,0,0,40,38,0
53,2,22154,15,10,2,2,0,4,1,0,0,40,38,0
55,2,176317,11,9,6,0,3,4,0,0,0,40,38,0
29,2,236436,11,9,4,0,1,4,0,0,0,40,38,0
36,2,354078,9,13,2,9,0,4,1,0,0,60,38,1
42,4,166813,15,10,2,4,0,4,1,0,0,60,38,0
50,2,358740,11,9,0,0,4,4,0,0,0,40,8,0
75,4,208426,14,15,2,9,0,4,1,0,0,35,38,0
52,0,31838,11,9,0,0,4,4,0,0,0,40,38,0
27,2,175034,9,13,4,0,1,4,0,0,0,40,38,0
43,2,413297,11,9,2,2,0,4,1,0,0,45,38,0
31,2,106347,1,7,5,7,1,2,0,0,0,42,38,0
23,2,174754,15,10,4,11,1,4,0,0,0,30,38,0
34,2,441454,11,9,4,11,1,4,0,0,0,24,38,0
41,4,209344,11,9,2,11,2,4,0,0,0,40,4,0
31,2,185732,11,9,4,7,3,4,0,0,0,30,38,0
42,2,65372,15,10,4,0,3,4,0,0,0,40,38,0
35,2,33975,12,14,4,9,1,4,1,0,0,45,38,1
55,2,326297,11,9,5,0,1,4,0,0,0,25,38,0
36,5,194630,11,9,6,3,1,4,0,0,0,40,38,0
65,4,167414,11,9,2,3,0,4,1,0,0,59,38,1
38,1,165799,15,10,4,7,1,4,1,0,0,12,38,0
62,2,192866,15,10,6,7,1,4,0,0,0,20,38,0
49,2,148995,11,9,0,0,1,4,1,0,0,40,38,0
34,2,190040,11,9,2,0,5,4,0,0,0,40,38,0
32,2,209432,11,9,4,5,3,4,0,0,0,40,38,0
48,4,397466,15,10,2,3,0,4,1,0,0,60,38,0
52,0,202452,11,9,0,0,1,4,0,0,0,43,38,0
29,2,128604,11,9,2,2,0,1,1,0,0,40,38,0
38,2,65466,9,13,4,0,1,4,0,0,0,50,38,0
57,2,141326,11,9,2,11,0,4,1,0,0,50,38,1
43,0,369468,9,13,2,9,0,4,1,0,0,40,38,1
37,5,136137,15,10,5,0,1,4,1,0,0,40,38,0
30,2,236770,11,9,2,2,0,4,1,0,0,40,38,0
53,2,89534,11,9,2,13,0,4,1,0,0,48,38,1
73,2,29778,11,9,6,7,1,4,0,0,0,37,38,0
22,3,153516,15,10,4,2,3,4,1,0,0,35,38,0
31,2,163594,11,9,4,11,1,4,0,0,0,45,38,0
50,4,343748,15,10,2,2,0,4,1,0,0,35,38,0
37,2,387430,15,10,2,0,0,4,1,0,0,37,38,0
44,1,409505,9,13,0,10,1,4,1,0,0,40,38,0
47,2,200734,9,13,4,3,4,2,0,0,0,45,38,0
27,2,115831,15,10,2,7,0,4,1,0,0,40,38,0
28,2,150296,7,12,4,7,1,4,0,0,0,80,38,0
25,2,323545,11,9,4,12,1,2,0,0,0,40,38,0
20,2,232577,15,10,4,7,4,4,0,0,0,40,38,0
51,1,152754,9,13,2,0,0,4,1,0,0,40,38,1
47,2,386136,11,9,2,13,0,4,1,0,0,35,38,0
42,2,342865,11,9,2,11,0,4,1,0,0,40,38,0
42,0,158926,7,12,0,9,4,1,0,0,0,40,29,1
21,2,164019,15,10,4,4,3,2,1,0,0,10,38,0
46,2,188861,15,10,2,13,0,4,1,0,0,40,38,0
57,2,182062,0,6,2,7,0,4,1,0,0,40,38,0
37,2,37238,9,13,4,3,1,4,1,0,0,45,38,0
50,2,421132,11,9,2,2,0,4,1,0,0,40,38,0
63,4,795830,3,2,6,7,4,4,0,0,0,30,7,0
39,2,278403,11,9,2,13,0,4,1,0,0,65,38,0
46,2,279661,12,14,2,9,0,2,1,0,0,35,38,0
36,2,113397,11,9,2,5,0,4,1,0,0,40,38,0
21,2,236696,15,10,4,7,1,4,1,0,0,57,38,0
41,2,265266,7,12,2,12,0,4,1,0,0,40,38,0
44,1,34935,15,10,4,7,3,2,1,0,0,40,38,0
22,2,58222,11,9,2,2,0,4,1,0,0,40,38,0
29,0,301010,15,10,4,1,1,2,1,0,0,60,38,0
29,2,419721,11,9,4,7,4,2,0,0,0,40,23,0
58,3,186791,15,10,2,13,5,4,0,0,0,40,38,1
